UBIGEO,DE_DEPARTAMENTO,DE_PROVINCIA,DE_DISTRITO,PERSONAS_HOGAR,BONO_COBRADO
150137,LIMA,LIMA,'SANTA ANITA',1,NO
200304,PIURA,HUANCABAMBA,HUARMACA,1,SI
200401,PIURA,MORROPON,CHULUCANAS,1,SI
250201,UCAYALI,ATALAYA,RAYMONDI,1,NO
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1,SI
150117,LIMA,LIMA,'LOS OLIVOS',1,SI
200101,PIURA,PIURA,PIURA,2,NO
100101,HUANUCO,HUANUCO,HUANUCO,1,SI
220804,'SAN MARTIN',RIOJA,'NUEVA CAJAMARCA',2,SI
150128,LIMA,LIMA,RIMAC,2,SI
40110,AREQUIPA,AREQUIPA,MIRAFLORES,1,SI
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,1,SI
150106,LIMA,LIMA,CARABAYLLO,1,SI
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,SI
30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,1,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,NO
80901,CUSCO,'LA CONVENCION','SANTA ANA',1,NO
110101,ICA,ICA,ICA,1,NO
210101,PUNO,PUNO,PUNO,2,SI
150107,LIMA,LIMA,CHACLACAYO,2,NO
130107,'LA LIBERTAD',TRUJILLO,MOCHE,4,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,SI
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',3,SI
150111,LIMA,LIMA,'EL AGUSTINO',1,SI
110106,ICA,ICA,PARCONA,3,SI
130208,'LA LIBERTAD',ASCOPE,'CASA GRANDE',2,SI
150805,LIMA,HUAURA,HUALMAY,3,NO
40124,AREQUIPA,AREQUIPA,UCHUMAYO,1,SI
61101,CAJAMARCA,'SAN MIGUEL','SAN MIGUEL',2,SI
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1,SI
21808,ANCASH,SANTA,SANTA,1,SI
80106,CUSCO,CUSCO,SANTIAGO,1,SI
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',2,SI
240301,TUMBES,ZARUMILLA,ZARUMILLA,1,SI
210904,PUNO,MOHO,TILALI,2,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',4,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,SI
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,NO
150108,LIMA,LIMA,CHORRILLOS,1,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,SI
160113,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1,NO
40112,AREQUIPA,AREQUIPA,PAUCARPATA,1,SI
40101,AREQUIPA,AREQUIPA,AREQUIPA,1,SI
180302,MOQUEGUA,ILO,'EL ALGARROBAL',1,SI
150505,LIMA,CAÑETE,CHILCA,1,SI
190101,PASCO,PASCO,CHAUPIMARCA,1,SI
150141,LIMA,LIMA,SURQUILLO,1,SI
40305,AREQUIPA,CARAVELI,'BELLA UNION',2,SI
110201,ICA,CHINCHA,'CHINCHA ALTA',1,SI
230101,TACNA,TACNA,TACNA,1,SI
200104,PIURA,PIURA,CASTILLA,1,SI
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,SI
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1,SI
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,SI
90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,3,SI
210902,PUNO,MOHO,CONIMA,1,SI
250105,UCAYALI,'CORONEL PORTILLO',YARINACOCHA,1,SI
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2,SI
211101,PUNO,'SAN ROMAN',JULIACA,1,SI
150142,LIMA,LIMA,'VILLA EL SALVADOR',2,SI
10502,AMAZONAS,LUYA,CAMPORREDONDO,2,SI
120101,JUNIN,HUANCAYO,HUANCAYO,2,SI
190107,PASCO,PASCO,PAUCARTAMBO,3,SI
20105,ANCASH,HUARAZ,INDEPENDENCIA,1,SI
170204,'MADRE DE DIOS',MANU,HUEPETUHE,2,SI
30213,APURIMAC,ANDAHUAYLAS,'SAN JERONIMO',1,SI
250104,UCAYALI,'CORONEL PORTILLO',MASISEA,2,SI
50101,AYACUCHO,HUAMANGA,AYACUCHO,3,SI
120502,JUNIN,JUNIN,CARHUAMAYO,3,SI
100102,HUANUCO,HUANUCO,AMARILIS,1,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,SI
210101,PUNO,PUNO,PUNO,2,SI
150108,LIMA,LIMA,CHORRILLOS,1,SI
40701,AREQUIPA,ISLAY,MOLLENDO,1,SI
230101,TACNA,TACNA,TACNA,1,SI
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1,SI
150103,LIMA,LIMA,ATE,1,SI
230101,TACNA,TACNA,TACNA,2,SI
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1,SI
150101,LIMA,LIMA,LIMA,1,NO
40103,AREQUIPA,AREQUIPA,CAYMA,2,SI
150103,LIMA,LIMA,ATE,1,NO
160108,LORETO,MAYNAS,PUNCHANA,2,NO
90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2,SI
211101,PUNO,'SAN ROMAN',JULIACA,4,SI
220101,'SAN MARTIN',MOYOBAMBA,MOYOBAMBA,2,SI
160101,LORETO,MAYNAS,IQUITOS,1,NO
130105,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',3,SI
150110,LIMA,LIMA,COMAS,1,SI
20105,ANCASH,HUARAZ,INDEPENDENCIA,2,SI
40103,AREQUIPA,AREQUIPA,CAYMA,2,SI
130102,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',1,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',1,SI
120114,JUNIN,HUANCAYO,'EL TAMBO',1,NO
230101,TACNA,TACNA,TACNA,2,SI
211105,PUNO,'SAN ROMAN','SAN MIGUEL',4,SI
80101,CUSCO,CUSCO,CUSCO,2,SI
150110,LIMA,LIMA,COMAS,2,SI
40112,AREQUIPA,AREQUIPA,PAUCARPATA,2,SI
150125,LIMA,LIMA,'PUENTE PIEDRA',2,SI
160101,LORETO,MAYNAS,IQUITOS,5,SI
110305,ICA,NASCA,'VISTA ALEGRE',2,SI
200104,PIURA,PIURA,CASTILLA,1,SI
130105,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',2,SI
150121,LIMA,LIMA,'PUEBLO LIBRE',2,NO
150122,LIMA,LIMA,MIRAFLORES,5,SI
220706,'SAN MARTIN',PICOTA,'SAN CRISTOBAL',2,SI
70106,CALLAO,CALLAO,VENTANILLA,2,SI
80105,CUSCO,CUSCO,'SAN SEBASTIAN',2,SI
21702,ANCASH,RECUAY,CATAC,1,SI
110201,ICA,CHINCHA,'CHINCHA ALTA',4,SI
40111,AREQUIPA,AREQUIPA,MOLLEBAYA,3,SI
220101,'SAN MARTIN',MOYOBAMBA,MOYOBAMBA,1,SI
150114,LIMA,LIMA,'LA MOLINA',1,NO
130104,'LA LIBERTAD',TRUJILLO,HUANCHACO,2,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,SI
150106,LIMA,LIMA,CARABAYLLO,2,SI
210501,PUNO,'EL COLLAO',ILAVE,2,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',1,SI
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,SI
200114,PIURA,PIURA,'TAMBO GRANDE',2,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,SI
120501,JUNIN,JUNIN,JUNIN,1,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,SI
150110,LIMA,LIMA,COMAS,2,SI
250203,UCAYALI,ATALAYA,TAHUANIA,2,NO
150114,LIMA,LIMA,'LA MOLINA',3,SI
200105,PIURA,PIURA,CATACAOS,5,SI
130105,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',4,SI
220803,'SAN MARTIN',RIOJA,'ELIAS SOPLIN VARGAS',2,SI
150112,LIMA,LIMA,INDEPENDENCIA,3,SI
40110,AREQUIPA,AREQUIPA,MIRAFLORES,1,NO
101006,HUANUCO,LAURICOCHA,'SAN FRANCISCO DE ASIS',1,SI
211105,PUNO,'SAN ROMAN','SAN MIGUEL',2,SI
230104,TACNA,TACNA,'CIUDAD NUEVA',1,SI
211101,PUNO,'SAN ROMAN',JULIACA,3,SI
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,SI
200601,PIURA,SULLANA,SULLANA,1,SI
211101,PUNO,'SAN ROMAN',JULIACA,2,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,SI
230102,TACNA,TACNA,'ALTO DE LA ALIANZA',3,SI
120902,JUNIN,CHUPACA,AHUAC,2,SI
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',2,SI
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,SI
30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,1,SI
120114,JUNIN,HUANCAYO,'EL TAMBO',2,SI
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',2,SI
120101,JUNIN,HUANCAYO,HUANCAYO,6,SI
40107,AREQUIPA,AREQUIPA,'JACOBO HUNTER',2,NO
230102,TACNA,TACNA,'ALTO DE LA ALIANZA',1,SI
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,SI
200104,PIURA,PIURA,CASTILLA,1,SI
21801,ANCASH,SANTA,CHIMBOTE,1,SI
150137,LIMA,LIMA,'SANTA ANITA',2,SI
150110,LIMA,LIMA,COMAS,1,SI
150812,LIMA,HUAURA,VEGUETA,1,SI
10701,AMAZONAS,UTCUBAMBA,'BAGUA GRANDE',1,SI
80901,CUSCO,'LA CONVENCION','SANTA ANA',2,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',3,SI
130105,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',1,SI
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',2,SI
120107,JUNIN,HUANCAYO,CHILCA,2,SI
150103,LIMA,LIMA,ATE,4,SI
150134,LIMA,LIMA,'SAN LUIS',3,NO
150112,LIMA,LIMA,INDEPENDENCIA,2,SI
100101,HUANUCO,HUANUCO,HUANUCO,2,SI
81304,CUSCO,URUBAMBA,MACHUPICCHU,2,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
150507,LIMA,CAÑETE,IMPERIAL,1,SI
60601,CAJAMARCA,CUTERVO,CUTERVO,2,SI
110101,ICA,ICA,ICA,1,NO
211101,PUNO,'SAN ROMAN',JULIACA,2,SI
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,SI
90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2,SI
131201,'LA LIBERTAD',VIRU,VIRU,1,SI
150117,LIMA,LIMA,'LOS OLIVOS',3,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',3,SI
150110,LIMA,LIMA,COMAS,1,SI
210101,PUNO,PUNO,PUNO,3,SI
40103,AREQUIPA,AREQUIPA,CAYMA,1,SI
40110,AREQUIPA,AREQUIPA,MIRAFLORES,1,SI
130208,'LA LIBERTAD',ASCOPE,'CASA GRANDE',3,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,SI
150110,LIMA,LIMA,COMAS,2,SI
150108,LIMA,LIMA,CHORRILLOS,1,SI
220101,'SAN MARTIN',MOYOBAMBA,MOYOBAMBA,2,SI
70102,CALLAO,CALLAO,BELLAVISTA,2,NO
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',2,SI
120114,JUNIN,HUANCAYO,'EL TAMBO',3,SI
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',3,SI
40123,AREQUIPA,AREQUIPA,TIABAYA,1,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,SI
200706,PIURA,TALARA,MANCORA,3,SI
130102,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',2,SI
21801,ANCASH,SANTA,CHIMBOTE,3,SI
150601,LIMA,HUARAL,HUARAL,1,NO
100101,HUANUCO,HUANUCO,HUANUCO,2,SI
150114,LIMA,LIMA,'LA MOLINA',1,SI
120701,JUNIN,TARMA,TARMA,1,NO
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',1,NO
150103,LIMA,LIMA,ATE,2,SI
190109,PASCO,PASCO,'SIMON BOLIVAR',2,SI
150110,LIMA,LIMA,COMAS,2,SI
150204,LIMA,BARRANCA,SUPE,2,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,SI
200701,PIURA,TALARA,PARIÑAS,2,SI
150136,LIMA,LIMA,'SAN MIGUEL',2,SI
60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,3,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,SI
100101,HUANUCO,HUANUCO,HUANUCO,1,SI
70101,CALLAO,CALLAO,CALLAO,2,SI
220201,'SAN MARTIN',BELLAVISTA,BELLAVISTA,1,SI
240101,TUMBES,TUMBES,TUMBES,1,SI
50110,AYACUCHO,HUAMANGA,'SAN JUAN BAUTISTA',2,SI
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
150130,LIMA,LIMA,'SAN BORJA',1,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,SI
180301,MOQUEGUA,ILO,ILO,1,SI
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',1,SI
220406,'SAN MARTIN',HUALLAGA,'TINGO DE SAPOSOA',1,NO
200706,PIURA,TALARA,MANCORA,2,SI
120114,JUNIN,HUANCAYO,'EL TAMBO',1,SI
120101,JUNIN,HUANCAYO,HUANCAYO,1,SI
210101,PUNO,PUNO,PUNO,1,SI
40103,AREQUIPA,AREQUIPA,CAYMA,2,SI
150801,LIMA,HUAURA,HUACHO,1,SI
80105,CUSCO,CUSCO,'SAN SEBASTIAN',5,SI
150134,LIMA,LIMA,'SAN LUIS',1,SI
150106,LIMA,LIMA,CARABAYLLO,2,SI
210101,PUNO,PUNO,PUNO,2,SI
180301,MOQUEGUA,ILO,ILO,2,SI
100301,HUANUCO,'DOS DE MAYO','LA UNION',1,SI
200109,PIURA,PIURA,'LA ARENA',2,SI
211101,PUNO,'SAN ROMAN',JULIACA,2,SI
200601,PIURA,SULLANA,SULLANA,1,SI
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,NO
211301,PUNO,YUNGUYO,YUNGUYO,2,SI
160101,LORETO,MAYNAS,IQUITOS,2,NO
110501,ICA,PISCO,PISCO,1,SI
150117,LIMA,LIMA,'LOS OLIVOS',3,SI
150201,LIMA,BARRANCA,BARRANCA,3,SI
190112,PASCO,PASCO,VICCO,2,SI
120801,JUNIN,YAULI,'LA OROYA',3,SI
120302,JUNIN,CHANCHAMAYO,PERENE,2,SI
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2,SI
230101,TACNA,TACNA,TACNA,3,SI
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,SI
80106,CUSCO,CUSCO,SANTIAGO,1,SI
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',3,SI
80101,CUSCO,CUSCO,CUSCO,1,SI
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',3,SI
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',2,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,SI
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,SI
21801,ANCASH,SANTA,CHIMBOTE,1,SI
120114,JUNIN,HUANCAYO,'EL TAMBO',1,SI
40110,AREQUIPA,AREQUIPA,MIRAFLORES,1,SI
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,SI
200104,PIURA,PIURA,CASTILLA,1,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,SI
150141,LIMA,LIMA,SURQUILLO,2,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,SI
150103,LIMA,LIMA,ATE,2,SI
80108,CUSCO,CUSCO,WANCHAQ,1,SI
120121,JUNIN,HUANCAYO,HUAYUCACHI,2,SI
200105,PIURA,PIURA,CATACAOS,2,SI
150108,LIMA,LIMA,CHORRILLOS,1,NO
70106,CALLAO,CALLAO,VENTANILLA,1,SI
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,SI
40128,AREQUIPA,AREQUIPA,YURA,1,SI
21801,ANCASH,SANTA,CHIMBOTE,1,SI
150110,LIMA,LIMA,COMAS,3,SI
150128,LIMA,LIMA,RIMAC,1,SI
160701,LORETO,'DATEM DEL MARAÑON',BARRANCA,1,SI
110506,ICA,PISCO,'SAN ANDRES',2,SI
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,SI
140117,LAMBAYEQUE,CHICLAYO,PATAPO,1,SI
20101,ANCASH,HUARAZ,HUARAZ,3,SI
140113,LAMBAYEQUE,CHICLAYO,REQUE,1,SI
150113,LIMA,LIMA,'JESUS MARIA',2,NO
210101,PUNO,PUNO,PUNO,1,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,SI
180101,MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,1,SI
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',1,SI
150103,LIMA,LIMA,ATE,4,SI
150137,LIMA,LIMA,'SANTA ANITA',1,SI
150118,LIMA,LIMA,LURIGANCHO,6,SI
140113,LAMBAYEQUE,CHICLAYO,REQUE,2,SI
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',2,SI
100102,HUANUCO,HUANUCO,AMARILIS,1,SI
220701,'SAN MARTIN',PICOTA,PICOTA,1,SI
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',2,SI
150509,LIMA,CAÑETE,MALA,1,SI
130107,'LA LIBERTAD',TRUJILLO,MOCHE,1,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,SI
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',2,SI
40109,AREQUIPA,AREQUIPA,'MARIANO MELGAR',1,SI
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,SI
150801,LIMA,HUAURA,HUACHO,1,SI
210101,PUNO,PUNO,PUNO,1,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,SI
130102,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',1,SI
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,SI
40112,AREQUIPA,AREQUIPA,PAUCARPATA,1,SI
150122,LIMA,LIMA,MIRAFLORES,1,SI
50101,AYACUCHO,HUAMANGA,AYACUCHO,4,SI
130202,'LA LIBERTAD',ASCOPE,CHICAMA,3,SI
150130,LIMA,LIMA,'SAN BORJA',1,NO
220401,'SAN MARTIN',HUALLAGA,SAPOSOA,2,SI
40103,AREQUIPA,AREQUIPA,CAYMA,3,SI
21801,ANCASH,SANTA,CHIMBOTE,1,SI
120101,JUNIN,HUANCAYO,HUANCAYO,1,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,SI
110508,ICA,PISCO,'TUPAC AMARU INCA',1,SI
80408,CUSCO,CALCA,YANATILE,1,SI
230102,TACNA,TACNA,'ALTO DE LA ALIANZA',2,SI
150137,LIMA,LIMA,'SANTA ANITA',1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,2,SI
150115,LIMA,LIMA,'LA VICTORIA',1,SI
150106,LIMA,LIMA,CARABAYLLO,1,SI
130104,'LA LIBERTAD',TRUJILLO,HUANCHACO,2,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',1,SI
230101,TACNA,TACNA,TACNA,4,SI
150110,LIMA,LIMA,COMAS,1,SI
180101,MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,1,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,SI
50115,AYACUCHO,HUAMANGA,'JESUS NAZARENO',1,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,SI
120101,JUNIN,HUANCAYO,HUANCAYO,1,NO
150128,LIMA,LIMA,RIMAC,1,SI
21803,ANCASH,SANTA,COISHCO,3,SI
120101,JUNIN,HUANCAYO,HUANCAYO,2,NO
20105,ANCASH,HUARAZ,INDEPENDENCIA,2,SI
150142,LIMA,LIMA,'VILLA EL SALVADOR',2,SI
150142,LIMA,LIMA,'VILLA EL SALVADOR',3,SI
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,NO
240101,TUMBES,TUMBES,TUMBES,1,SI
100604,HUANUCO,'LEONCIO PRADO','JOSE CRESPO Y CASTILLO',2,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,SI
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',2,SI
120212,JUNIN,CONCEPCION,'NUEVE DE JULIO',1,NO
150102,LIMA,LIMA,ANCON,1,SI
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
211101,PUNO,'SAN ROMAN',JULIACA,1,SI
210101,PUNO,PUNO,PUNO,2,SI
220801,'SAN MARTIN',RIOJA,RIOJA,1,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,SI
180101,MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,2,NO
180301,MOQUEGUA,ILO,ILO,1,SI
190102,PASCO,PASCO,HUACHON,2,SI
200601,PIURA,SULLANA,SULLANA,1,SI
21801,ANCASH,SANTA,CHIMBOTE,1,SI
130111,'LA LIBERTAD',TRUJILLO,'VICTOR LARCO HERRERA',1,SI
40706,AREQUIPA,ISLAY,'PUNTA DE BOMBON',1,SI
60802,CAJAMARCA,JAEN,BELLAVISTA,3,SI
100101,HUANUCO,HUANUCO,HUANUCO,4,SI
130109,'LA LIBERTAD',TRUJILLO,SALAVERRY,1,SI
40110,AREQUIPA,AREQUIPA,MIRAFLORES,2,SI
220801,'SAN MARTIN',RIOJA,RIOJA,1,SI
150114,LIMA,LIMA,'LA MOLINA',2,NO
150601,LIMA,HUARAL,HUARAL,1,SI
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,SI
150106,LIMA,LIMA,CARABAYLLO,1,SI
130701,'LA LIBERTAD',PACASMAYO,'SAN PEDRO DE LLOC',3,SI
40117,AREQUIPA,AREQUIPA,SACHACA,2,SI
160101,LORETO,MAYNAS,IQUITOS,1,SI
60401,CAJAMARCA,CHOTA,CHOTA,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
150122,LIMA,LIMA,MIRAFLORES,1,SI
150801,LIMA,HUAURA,HUACHO,1,SI
150112,LIMA,LIMA,INDEPENDENCIA,2,SI
150111,LIMA,LIMA,'EL AGUSTINO',2,SI
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',1,SI
160113,LORETO,MAYNAS,'SAN JUAN BAUTISTA',2,SI
150810,LIMA,HUAURA,'SANTA MARIA',2,SI
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,SI
240101,TUMBES,TUMBES,TUMBES,2,SI
150502,LIMA,CAÑETE,ASIA,1,SI
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',1,SI
150142,LIMA,LIMA,'VILLA EL SALVADOR',2,SI
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',3,SI
40112,AREQUIPA,AREQUIPA,PAUCARPATA,2,SI
70104,CALLAO,CALLAO,'LA PERLA',1,SI
100902,HUANUCO,'PUERTO INCA','CODO DEL POZUZO',1,SI
20105,ANCASH,HUARAZ,INDEPENDENCIA,1,SI
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,SI
200705,PIURA,TALARA,'LOS ORGANOS',1,SI
150101,LIMA,LIMA,LIMA,2,SI
10201,AMAZONAS,BAGUA,BAGUA,2,SI
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,1,SI
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',2,NO
150112,LIMA,LIMA,INDEPENDENCIA,2,SI
150601,LIMA,HUARAL,HUARAL,1,SI
250107,UCAYALI,'CORONEL PORTILLO',MANANTAY,3,SI
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',2,SI
80401,CUSCO,CALCA,CALCA,1,SI
220105,'SAN MARTIN',MOYOBAMBA,SORITOR,2,SI
150120,LIMA,LIMA,'MAGDALENA DEL MAR',2,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2,SI
21801,ANCASH,SANTA,CHIMBOTE,1,SI
70101,CALLAO,CALLAO,CALLAO,2,NO
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',1,SI
200607,PIURA,SULLANA,QUERECOTILLO,1,SI
150118,LIMA,LIMA,LURIGANCHO,1,SI
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',1,SI
150136,LIMA,LIMA,'SAN MIGUEL',1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',3,SI
211103,PUNO,'SAN ROMAN',CABANILLAS,1,SI
130102,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',2,SI
150113,LIMA,LIMA,'JESUS MARIA',3,SI
220910,'SAN MARTIN','SAN MARTIN',MORALES,1,SI
200706,PIURA,TALARA,MANCORA,2,SI
130601,'LA LIBERTAD',OTUZCO,OTUZCO,2,SI
150110,LIMA,LIMA,COMAS,1,SI
150131,LIMA,LIMA,'SAN ISIDRO',1,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,3,SI
120421,JUNIN,JAUJA,MUQUIYAUYO,1,SI
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,SI
150128,LIMA,LIMA,RIMAC,1,SI
230102,TACNA,TACNA,'ALTO DE LA ALIANZA',1,NO
220601,'SAN MARTIN','MARISCAL CACERES',JUANJUI,5,NO
110301,ICA,NASCA,NASCA,1,SI
30213,APURIMAC,ANDAHUAYLAS,'SAN JERONIMO',3,SI
150103,LIMA,LIMA,ATE,1,SI
50407,AYACUCHO,HUANTA,SIVIA,1,SI
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,SI
30213,APURIMAC,ANDAHUAYLAS,'SAN JERONIMO',2,SI
10521,AMAZONAS,LUYA,'SANTO TOMAS',1,SI
150101,LIMA,LIMA,LIMA,2,SI
40103,AREQUIPA,AREQUIPA,CAYMA,2,SI
220102,'SAN MARTIN',MOYOBAMBA,CALZADA,3,SI
21801,ANCASH,SANTA,CHIMBOTE,1,SI
150721,LIMA,HUAROCHIRI,'SAN LORENZO DE QUINTI',2,SI
110305,ICA,NASCA,'VISTA ALEGRE',2,SI
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
40204,AREQUIPA,CAMANA,'MARISCAL CACERES',2,SI
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',3,SI
220101,'SAN MARTIN',MOYOBAMBA,MOYOBAMBA,2,SI
50803,AYACUCHO,'PAUCAR DEL SARA SARA',CORCULLA,1,NO
130702,'LA LIBERTAD',PACASMAYO,GUADALUPE,1,SI
